company,product,typename,inches,screenresolution,cpu,ram(GB),memory,gpu,opsys,weight(kg),price,cpu_freq(GHz),cpu_brand,gpu_brand,company_id,product_id,typename_id,screenresolution_id,cpu_id,memory_id,gpu_id,opsys_id,cpu_brand_id,gpu_brand_id
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U ,8,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49,1103.0,1.8,Intel,Intel,1,34,1,2,4,3,8,2,0,0
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 7100U ,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.4,384.0,2.4,Intel,Intel,2,3,1,4,9,6,2,2,0,0
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U ,8,256GB SSD,AMD Radeon 520,Windows 10,2.13,767.8,1.8,Intel,AMD,4,35,1,2,4,2,29,2,0,1
HP,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U ,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.91,439.0,2.0,Intel,Intel,1,36,1,2,6,0,9,2,0,0
Asus,VivoBook Max,Notebook,15.6,1366x768,Intel Core i5 7200U ,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,586.19,2.5,Intel,Intel,3,37,1,4,1,2,2,2,0,0
MSI,GS73VR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ ,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.43,2449.0,2.8,Intel,Nvidia,7,38,3,2,19,12,30,2,0,2
Asus,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U ,4,256GB SSD,Intel HD Graphics 520,Linux,2.0,415.0,2.0,Intel,Intel,3,39,1,2,6,2,9,4,0,0
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U ,16,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.8,1299.0,1.8,Intel,AMD,4,23,1,2,4,12,18,2,0,1
Dell,Vostro 5471,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 8250U ,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.7,879.0,1.6,Intel,Intel,4,40,0,2,5,2,8,2,0,0
Lenovo,IdeaPad 520S-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U ,8,256GB SSD,Intel HD Graphics 620,No OS,1.7,599.0,2.7,Intel,Intel,5,41,1,5,18,2,2,1,0,0
Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U ,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.4,941.0,1.6,Intel,Intel,3,42,1,2,5,2,8,2,0,0
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.86,690.0,2.5,Intel,Intel,1,2,1,2,1,2,2,2,0,0
Asus,ZenBook Pro,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,16,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,1.8,1983.0,2.8,Intel,Nvidia,3,43,0,2,19,3,31,2,0,2
HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U ,4,500GB HDD,AMD Radeon 520,Windows 10,1.86,438.69,2.0,Intel,AMD,1,2,1,4,6,4,29,2,0,1
HP,Stream 14-AX040wm,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 ,4,32GB SSD,Intel HD Graphics 400,Windows 10,1.44,229.0,1.6,Intel,Intel,1,44,1,4,23,13,15,2,0,0
Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,4,1TB HDD,Intel HD Graphics 620,Windows 10,1.9,549.0,2.5,Intel,Intel,5,45,1,2,1,6,2,2,0,0
Asus,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ ,12,1TB HDD,Nvidia GeForce GTX 1050 Ti,Linux,3.0,949.0,2.8,Intel,Nvidia,3,46,3,2,19,6,31,4,0,2
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U ,4,128GB SSD,Intel HD Graphics 620,Windows 10 S,1.252,1089.0,2.5,Intel,Intel,8,47,0,11,1,0,2,6,0,0
Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U ,8,256GB SSD,AMD Radeon 530,Windows 10,1.4,955.0,1.8,Intel,AMD,4,48,0,5,4,2,18,2,0,1
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U ,8,256GB SSD,AMD Radeon 530,Windows 10,2.2,870.0,1.8,Intel,AMD,4,16,1,2,4,2,18,2,0,1
MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ ,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,1095.0,2.5,Intel,Nvidia,7,49,3,2,11,8,16,2,0,2
Acer,Aspire E5-475,Notebook,14.0,1366x768,Intel Core i3 6006U ,8,1TB HDD,Intel HD Graphics 520,Windows 10,2.1,389.0,2.0,Intel,Intel,2,50,1,4,6,6,9,2,0,0
Asus,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,949.0,2.8,Intel,Nvidia,3,51,3,2,19,6,16,2,0,2
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,8,2TB HDD,Intel HD Graphics 620,No OS,2.2,519.0,2.5,Intel,Intel,5,52,1,2,1,14,2,1,0,0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U ,8,128GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10,2.02,855.0,1.8,Intel,Intel,4,16,1,2,4,8,8,2,0,0
Acer,Aspire A515-51G-32MX,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U ,4,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2,530.0,2.7,Intel,Nvidia,2,53,1,2,18,6,32,2,0,2
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U ,8,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Windows 10,2.5,977.0,1.6,Intel,Nvidia,1,18,1,2,5,8,19,2,0,2
Dell,Latitude 5590,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U ,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.88,1096.16,1.6,Intel,Intel,4,17,0,5,5,2,8,2,0,0
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core i5 ,8,512GB SSD,Intel HD Graphics 615,macOS,0.92,1510.0,1.3,Intel,Intel,0,7,0,6,0,3,12,0,0,0
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.63,860.0,1.6,Intel,Intel,1,54,1,2,5,2,2,2,0,0
Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 ,4,128GB SSD,AMD R4 Graphics,Windows 10,2.2,399.0,2.5,AMD,AMD,5,55,1,2,16,0,33,2,1,1
Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 ,4,1TB HDD,AMD Radeon R5,Windows 10,2.1,395.0,3.0,AMD,AMD,2,3,1,4,3,6,5,2,1,1
Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ ,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.65,1349.0,2.8,Intel,Nvidia,4,26,3,5,19,8,31,2,0,2
HP,Pavilion 15-CK000nv,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U ,8,256GB SSD,Nvidia GeForce GTX 940MX,Windows 10,1.83,699.0,1.8,Intel,Nvidia,1,56,0,5,4,2,34,2,0,2
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.96,598.99,2.5,Intel,Intel,1,2,1,2,1,2,2,2,0,0
Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ ,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2,1449.0,2.8,Intel,Nvidia,3,57,3,5,19,8,23,2,0,2
Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U ,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21,1649.0,1.8,Intel,Intel,4,9,0,5,4,2,8,2,0,0
Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,Gaming,15.6,Full HD 1920x1080,AMD FX 9830P ,8,1TB HDD,AMD Radeon RX 560,Windows 10,2.45,699.0,3.0,AMD,AMD,3,58,3,2,24,6,35,2,1,1
Acer,Aspire 5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U ,8,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2,689.0,1.8,Intel,Nvidia,2,59,1,2,4,6,7,2,0,2
HP,Probook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U ,16,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49,1197.0,1.8,Intel,Intel,1,60,1,2,4,3,8,2,0,0
Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ ,8,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,2.65,1195.0,2.5,Intel,Nvidia,4,26,3,2,11,2,23,2,0,2
Asus,Zenbook UX430UA,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.25,1049.0,2.7,Intel,Intel,3,61,0,2,8,2,2,2,0,0
Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U ,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.5,847.0,1.6,Intel,Intel,2,62,4,7,5,2,8,2,0,0
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U ,8,1TB HDD,AMD Radeon R5 M430,Linux,2.2,599.9,2.7,Intel,AMD,4,6,1,2,8,6,11,4,0,1
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U ,4,256GB SSD,AMD Radeon R5 M430,Linux,2.2,485.0,2.0,Intel,AMD,4,6,1,2,6,2,11,4,0,1
Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U ,6,256GB SSD,Nvidia GeForce 920M,Windows 10,2.0,577.0,2.4,Intel,Nvidia,3,63,1,2,9,2,36,2,0,2
HP,Omen 15-ce007nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ ,12,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,1249.0,2.8,Intel,Nvidia,1,64,3,5,19,8,16,2,0,2
HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,AMD Radeon 530,Windows 10,1.91,719.0,2.7,Intel,AMD,1,65,1,2,8,2,18,2,0,1
HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD E-Series E2-9000e ,4,500GB HDD,AMD Radeon R2,Windows 10,2.1,349.0,1.5,AMD,AMD,1,66,1,2,12,4,17,2,1,1
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U ,8,1TB HDD,AMD Radeon 520,Linux,2.2,647.0,1.6,Intel,AMD,4,35,1,2,5,6,29,4,0,1
HP,Envy 13-ad009n,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Nvidia GeForce MX150,Windows 10,1.38,1119.0,2.7,Intel,Nvidia,1,67,0,5,8,2,7,2,0,2
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10 S,1.252,1340.0,2.5,Intel,Intel,8,47,0,11,1,2,2,6,0,0
HP,Pavilion 14-BK001nv,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U ,6,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.58,659.0,2.5,Intel,Nvidia,1,68,1,5,1,2,14,2,0,2
Lenovo,Ideapad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U ,4,1TB HDD,Intel HD Graphics 520,Windows 10,1.85,414.9,2.0,Intel,Intel,5,69,1,2,6,6,9,2,0,0
Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.3,1193.0,2.7,Intel,Nvidia,3,70,0,5,8,2,14,2,0,2
MSI,GP62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,1299.0,2.8,Intel,Nvidia,7,71,3,2,19,11,31,2,0,2
Lenovo,Thinkpad T470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.58,1480.0,2.7,Intel,Intel,5,72,1,5,8,2,2,2,0,0
Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U ,16,256GB SSD +  1TB HDD,Nvidia GeForce MX150,Windows 10,1.5,1262.0,1.8,Intel,Nvidia,3,73,0,2,4,11,7,2,0,2
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U ,8,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23,1379.0,2.4,Intel,Intel,4,9,0,12,25,2,0,2,0,0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.37,1399.0,2.5,Intel,Intel,5,74,4,7,1,2,2,2,0,0
